Weather_Key,Temperature,Precipitation,Condition
2025070223,24.3,0.0,Clear
2025070300,24.2,0.0,Clear
2025070301,23.6,0.0,Clear
2025070302,22.9,0.0,Clear
2025070303,22.4,0.0,Clear
2025070304,22.1,0.0,Clear
2025070305,21.5,0.0,Clear
2025070306,21.6,0.0,Clear
2025070307,23.1,0.0,Clear
2025070308,24.9,0.0,Cloudy
2025070309,26.9,0.0,Cloudy
2025070310,28.6,0.0,Cloudy
2025070311,29.9,0.0,Cloudy
2025070312,30.5,0.0,Cloudy
2025070313,30.8,0.0,Cloudy
2025070314,31.1,0.0,Cloudy
2025070315,31.5,0.0,Clear
2025070316,30.8,0.1,Rain
2025070317,28.6,0.1,Rain
2025070318,28.5,0.0,Clear
2025070319,26.5,0.0,Cloudy
2025070320,25.0,0.0,Clear
2025070321,22.6,0.0,Clear
2025070322,22.0,0.0,Clear
2025070323,21.5,0.0,Clear
2025070400,21.1,0.0,Clear
2025070401,21.0,0.0,Clear
2025070402,20.6,0.0,Clear
2025070403,20.0,0.0,Clear
2025070404,19.4,0.0,Clear
2025070405,18.8,0.0,Clear
2025070406,18.4,0.0,Clear
2025070407,19.2,0.0,Clear
2025070408,20.6,0.0,Clear
2025070409,22.8,0.0,Clear
2025070410,24.3,0.0,Clear
2025070411,25.4,0.0,Clear
2025070412,26.3,0.0,Clear
2025070413,27.1,0.0,Clear
2025070414,27.7,0.0,Clear
2025070415,28.1,0.0,Clear
2025070416,28.3,0.0,Clear
2025070417,28.1,0.0,Clear
2025070418,27.6,0.0,Clear
2025070419,26.9,0.0,Clear
2025070420,25.9,0.0,Clear
2025070421,25.9,0.0,Clear
2025070422,25.0,0.0,Clear
2025070423,24.3,0.0,Clear
2025070500,23.6,0.0,Clear
2025070501,22.6,0.0,Clear
2025070502,21.8,0.0,Clear
2025070503,20.8,0.0,Clear
2025070504,19.9,0.0,Clear
2025070505,19.2,0.0,Clear
2025070506,19.1,0.0,Cloudy
2025070507,20.6,0.0,Cloudy
2025070508,22.5,0.0,Cloudy
2025070509,24.0,0.0,Cloudy
2025070510,26.6,0.0,Cloudy
2025070511,28.5,0.0,Cloudy
2025070512,30.0,0.0,Cloudy
2025070513,31.0,0.0,Cloudy
2025070514,31.9,0.0,Cloudy
2025070515,32.4,0.0,Clear
2025070516,32.2,0.0,Clear
2025070517,31.1,0.0,Clear
2025070518,29.5,0.0,Clear
2025070519,28.1,0.0,Clear
2025070520,26.9,0.0,Cloudy
2025070521,25.9,0.0,Clear
2025070522,26.2,0.0,Clear
2025070523,26.5,0.0,Cloudy
2025070600,25.6,0.0,Cloudy
2025070601,24.4,0.0,Cloudy
2025070602,23.4,0.0,Cloudy
2025070603,22.6,0.0,Cloudy
2025070604,22.0,0.0,Cloudy
2025070605,21.7,0.0,Cloudy
2025070606,21.6,0.0,Cloudy
2025070607,22.5,0.0,Clear
2025070608,24.2,0.0,Clear
2025070609,26.5,0.0,Cloudy
2025070610,28.9,0.0,Clear
2025070611,30.6,0.0,Clear
2025070612,32.2,0.0,Cloudy
2025070613,33.2,0.0,Cloudy
2025070614,33.7,0.0,Cloudy
2025070615,34.1,0.0,Cloudy
2025070616,34.5,0.0,Clear
2025070617,34.5,0.0,Clear
2025070618,33.9,0.0,Clear
2025070619,32.8,0.0,Clear
2025070620,30.4,0.0,Clear
2025070621,28.1,0.0,Clear
2025070622,28.0,0.0,Clear
2025070623,27.0,0.0,Clear
2025070700,26.3,0.0,Clear
2025070701,25.8,0.0,Clear
2025070702,25.3,0.0,Clear
2025070703,25.0,0.0,Clear
2025070704,24.6,0.0,Clear
2025070705,24.4,0.0,Cloudy
2025070706,24.2,0.0,Cloudy
2025070707,25.0,0.0,Cloudy
2025070708,25.9,0.0,Cloudy
2025070709,27.8,0.1,Rain
2025070710,28.8,0.2,Rain
2025070711,30.0,0.1,Rain
2025070712,31.1,0.1,Rain
2025070713,31.5,0.2,Rain
2025070714,31.6,0.2,Rain
2025070715,30.6,1.9,Rain
2025070716,30.0,0.3,Rain
2025070717,30.1,0.1,Rain
2025070718,29.7,0.0,Cloudy
2025070719,27.8,0.0,Cloudy
2025070720,26.7,0.2,Rain
2025070721,26.0,0.3,Rain
2025070722,25.5,0.1,Rain
2025070723,25.1,0.3,Rain
2025070800,24.8,0.0,Cloudy
2025070801,24.6,0.0,Cloudy
2025070802,24.5,0.0,Clear
2025070803,24.5,0.0,Cloudy
2025070804,24.4,0.0,Cloudy
2025070805,24.0,0.0,Clear
2025070806,23.6,0.0,Clear
2025070807,24.4,0.0,Clear
2025070808,26.1,0.0,Clear
2025070809,29.8,0.0,Clear
2025070810,31.8,0.0,Cloudy
2025070811,33.0,0.0,Cloudy
2025070812,33.8,0.1,Rain
2025070813,34.8,0.0,Cloudy
2025070814,36.2,0.0,Cloudy
2025070815,36.4,0.0,Cloudy
2025070816,37.0,0.0,Cloudy
2025070817,28.2,9.6,Rain
2025070818,27.0,4.4,Rain
2025070819,27.4,0.1,Rain
2025070820,26.2,0.1,Rain
2025070821,26.4,1.1,Rain
2025070822,25.4,0.2,Rain
2025070823,24.8,0.0,Cloudy
2025070900,24.2,0.0,Cloudy
2025070901,23.9,0.0,Cloudy
2025070902,23.5,0.0,Clear
2025070903,23.3,0.0,Clear
2025070904,23.1,0.0,Clear
2025070905,23.0,0.0,Clear
2025070906,23.0,0.0,Clear
2025070907,24.0,0.0,Clear
2025070908,25.0,0.0,Clear
2025070909,26.8,0.0,Cloudy
2025070910,28.0,0.0,Cloudy
2025070911,29.2,0.0,Cloudy
2025070912,30.4,0.0,Clear
2025070913,31.3,0.0,Cloudy
2025070914,31.8,0.0,Cloudy
2025070915,32.0,0.0,Cloudy
2025070916,32.3,0.0,Clear
2025070917,32.2,0.0,Clear
2025070918,31.6,0.0,Cloudy
2025070919,30.0,0.0,Cloudy
2025070920,28.1,0.0,Cloudy
2025070921,28.1,0.0,Cloudy
2025070922,28.1,0.1,Rain
2025070923,26.0,1.5,Rain
2025071000,24.3,1.5,Rain
2025071001,23.5,1.2,Rain
2025071002,23.1,2.9,Rain
2025071003,23.1,2.8,Rain
2025071004,23.0,4.7,Rain
2025071005,22.9,0.3,Rain
2025071006,22.7,0.0,Cloudy
2025071007,23.1,0.0,Cloudy
2025071008,23.8,0.0,Cloudy
2025071009,24.1,0.4,Rain
2025071010,23.8,4.4,Rain
2025071011,23.6,0.4,Rain
2025071012,25.5,0.0,Cloudy
2025071013,25.8,0.0,Cloudy
2025071014,26.9,0.0,Cloudy
2025071015,27.1,0.0,Cloudy
2025071016,27.2,0.0,Cloudy
2025071017,27.1,0.0,Cloudy
2025071018,26.8,0.0,Cloudy
2025071019,26.2,0.0,Cloudy
2025071020,25.0,0.0,Cloudy
2025071021,24.4,0.0,Cloudy
2025071022,23.8,0.0,Cloudy
2025071023,23.3,0.0,Cloudy
2025071100,23.0,0.0,Clear
2025071101,22.7,0.0,Clear
2025071102,22.1,0.0,Clear
2025071103,22.1,0.0,Clear
2025071104,21.9,0.0,Cloudy
2025071105,21.5,0.0,Cloudy
2025071106,22.0,0.0,Cloudy
2025071107,22.8,0.0,Cloudy
2025071108,23.6,0.0,Cloudy
2025071109,25.5,0.0,Cloudy
2025071110,27.0,0.0,Cloudy
2025071111,28.4,0.0,Cloudy
2025071112,28.9,0.1,Rain
2025071113,29.1,0.1,Rain
2025071114,29.0,0.0,Cloudy
2025071115,28.6,0.0,Cloudy
2025071116,28.0,0.0,Cloudy
2025071117,27.6,0.0,Cloudy
2025071118,27.0,0.0,Cloudy
2025071119,26.1,0.0,Cloudy
2025071120,25.1,0.0,Cloudy
2025071121,23.8,0.0,Clear
2025071122,23.5,0.0,Cloudy
2025071123,23.2,0.0,Cloudy
2025071200,23.0,0.0,Cloudy
2025071201,22.6,0.0,Cloudy
2025071202,22.6,0.0,Cloudy
2025071203,22.8,0.1,Rain
2025071204,22.9,0.1,Rain
2025071205,22.8,0.0,Cloudy
2025071206,22.9,0.0,Cloudy
2025071207,23.4,0.0,Cloudy
2025071208,24.4,0.0,Cloudy
2025071209,25.9,0.0,Cloudy
2025071210,27.2,0.0,Cloudy
2025071211,28.8,0.0,Cloudy
2025071212,30.1,0.0,Clear
2025071213,30.6,0.0,Cloudy
2025071214,28.9,0.0,Cloudy
2025071215,28.9,0.0,Cloudy
2025071216,28.6,0.0,Cloudy
2025071217,27.9,0.0,Cloudy
2025071218,26.8,0.0,Cloudy
2025071219,26.0,0.0,Cloudy
2025071220,25.0,0.0,Cloudy
2025071221,23.9,0.0,Cloudy
2025071222,23.4,0.0,Cloudy
2025071223,23.0,0.0,Cloudy
2025071300,22.8,0.0,Cloudy
2025071301,22.8,0.0,Cloudy
2025071302,22.7,0.0,Cloudy
2025071303,22.6,0.0,Cloudy
2025071304,22.5,0.0,Cloudy
2025071305,22.5,0.0,Cloudy
2025071306,22.6,0.0,Cloudy
2025071307,23.0,0.0,Cloudy
2025071308,24.1,0.0,Cloudy
2025071309,24.9,0.0,Cloudy
2025071310,26.2,0.0,Cloudy
2025071311,27.9,0.0,Cloudy
2025071312,28.7,0.0,Cloudy
2025071313,29.0,0.1,Rain
2025071314,29.2,0.0,Cloudy
2025071315,29.6,0.0,Cloudy
2025071316,29.8,0.0,Cloudy
2025071317,29.2,0.0,Cloudy
2025071318,28.4,0.0,Cloudy
2025071319,27.4,0.0,Cloudy
2025071320,26.3,0.0,Cloudy
2025071321,25.1,0.0,Cloudy
2025071322,24.5,0.0,Cloudy
2025071323,24.3,0.1,Rain
2025071400,24.1,0.1,Rain
2025071401,23.9,0.1,Rain
2025071402,23.6,0.1,Rain
2025071403,23.5,0.1,Rain
2025071404,23.4,0.0,Cloudy
2025071405,23.3,0.0,Cloudy
2025071406,23.1,0.0,Cloudy
2025071407,23.8,0.0,Cloudy
2025071408,25.5,0.1,Rain
2025071409,27.1,0.0,Cloudy
2025071410,27.4,0.0,Cloudy
2025071411,29.0,0.0,Cloudy
2025071412,31.0,0.0,Cloudy
2025071413,31.5,0.0,Cloudy
2025071414,28.4,2.3,Rain
2025071415,29.0,1.5,Rain
2025071416,28.4,2.7,Rain
2025071417,29.5,0.2,Rain
2025071418,26.0,6.4,Rain
2025071419,25.0,0.7,Rain
2025071420,25.0,0.3,Rain
2025071421,24.2,0.9,Rain
2025071422,24.2,1.1,Rain
2025071423,23.8,0.9,Rain
2025071500,23.5,0.8,Rain
2025071501,23.3,0.5,Rain
2025071502,23.4,0.0,Cloudy
2025071503,23.2,0.0,Cloudy
2025071504,23.0,0.0,Cloudy
2025071505,22.9,0.0,Cloudy
2025071506,22.9,0.0,Cloudy
2025071507,23.4,0.0,Cloudy
2025071508,24.6,0.1,Rain
2025071509,25.8,0.0,Clear
2025071510,26.6,0.0,Cloudy
2025071511,27.8,0.1,Rain
2025071512,27.7,0.2,Rain
2025071513,28.1,0.1,Rain
2025071514,28.8,0.0,Clear
2025071515,28.9,0.2,Rain
2025071516,28.9,0.0,Cloudy
2025071517,27.8,0.6,Rain
2025071518,27.1,0.1,Rain
2025071519,26.0,0.0,Clear
2025071520,25.0,0.0,Clear
2025071521,26.2,0.0,Clear
2025071522,26.0,0.0,Clear
2025071523,25.3,0.0,Clear
2025071600,24.8,0.0,Clear
2025071601,24.4,0.0,Clear
2025071602,23.9,0.0,Clear
2025071603,23.9,0.0,Clear
2025071604,23.6,0.0,Clear
2025071605,23.1,0.0,Clear
2025071606,23.3,0.0,Clear
2025071607,24.1,0.0,Cloudy
2025071608,25.4,0.0,Cloudy
2025071609,27.5,0.0,Clear
2025071610,29.1,0.1,Rain
2025071611,29.9,0.1,Rain
2025071612,30.3,0.1,Rain
2025071613,30.5,0.1,Rain
2025071614,30.6,0.1,Rain
2025071615,29.5,0.3,Rain
2025071616,29.4,0.1,Rain
2025071617,29.2,0.1,Rain
2025071618,29.0,0.1,Rain
2025071619,27.6,0.7,Rain
2025071620,27.6,0.0,Cloudy
2025071621,25.5,0.1,Rain
2025071622,25.0,0.2,Rain
2025071623,25.0,0.1,Rain
2025071700,24.7,0.1,Rain
2025071701,24.5,0.0,Cloudy
2025071702,24.2,0.0,Cloudy
2025071703,23.9,0.0,Cloudy
2025071704,23.9,0.0,Cloudy
2025071705,23.8,0.0,Cloudy
2025071706,23.9,0.0,Cloudy
2025071707,24.9,0.0,Cloudy
2025071708,25.6,0.0,Cloudy
2025071709,26.0,0.1,Rain
2025071710,27.2,1.3,Rain
2025071711,28.8,0.2,Rain
2025071712,30.5,0.1,Rain
2025071713,32.0,0.0,Cloudy
2025071714,32.8,0.0,Cloudy
2025071715,33.5,0.0,Cloudy
2025071716,33.2,0.0,Cloudy
2025071717,32.8,0.0,Cloudy
2025071718,31.5,0.1,Rain
2025071719,30.5,0.0,Cloudy
2025071720,30.1,0.0,Clear
2025071721,29.5,0.0,Cloudy
2025071722,29.6,0.0,Cloudy
2025071723,28.6,0.0,Cloudy
2025071800,27.5,0.0,Cloudy
2025071801,26.5,0.0,Cloudy
2025071802,25.5,0.0,Cloudy
2025071803,24.6,0.0,Cloudy
2025071804,23.9,0.0,Cloudy
2025071805,23.1,0.0,Cloudy
2025071806,22.5,0.0,Cloudy
2025071807,22.4,0.0,Cloudy
2025071808,22.4,0.0,Cloudy
2025071809,24.1,0.0,Clear
2025071810,25.6,0.0,Cloudy
2025071811,26.4,0.0,Cloudy
2025071812,27.2,0.0,Cloudy
2025071813,27.4,0.0,Cloudy
2025071814,27.7,0.0,Cloudy
2025071815,28.2,0.0,Cloudy
2025071816,29.5,0.0,Cloudy
2025071817,29.8,0.0,Clear
2025071818,29.8,0.0,Cloudy
2025071819,29.4,0.0,Cloudy
2025071820,28.5,0.0,Cloudy
2025071821,26.3,0.0,Clear
2025071822,25.5,0.0,Cloudy
2025071823,25.0,0.0,Clear
2025071900,24.5,0.0,Clear
2025071901,23.5,0.0,Clear
2025071902,22.8,0.0,Clear
2025071903,22.6,0.0,Clear
2025071904,22.1,0.0,Clear
2025071905,21.5,0.0,Clear
2025071906,21.1,0.0,Clear
2025071907,22.0,0.0,Clear
2025071908,23.9,0.0,Clear
2025071909,25.0,0.0,Cloudy
2025071910,26.8,0.0,Cloudy
2025071911,27.6,0.0,Cloudy
2025071912,27.8,0.0,Cloudy
2025071913,27.4,0.0,Cloudy
2025071914,27.8,0.0,Cloudy
2025071915,28.3,0.0,Cloudy
2025071916,28.0,0.0,Cloudy
2025071917,27.3,0.0,Cloudy
2025071918,26.3,0.0,Cloudy
2025071919,25.9,0.0,Cloudy
2025071920,24.5,0.0,Cloudy
2025071921,24.2,0.0,Cloudy
2025071922,23.8,0.0,Cloudy
2025071923,23.6,0.0,Cloudy
2025072000,23.5,0.0,Cloudy
2025072001,23.5,0.0,Cloudy
2025072002,23.8,0.0,Cloudy
2025072003,23.6,0.1,Rain
2025072004,23.5,0.0,Cloudy
2025072005,23.3,0.0,Cloudy
2025072006,23.4,0.1,Rain
2025072007,23.6,0.7,Rain
2025072008,22.3,2.1,Rain
2025072009,25.7,0.0,Cloudy
2025072010,27.8,0.1,Rain
2025072011,29.5,0.1,Rain
2025072012,31.1,0.0,Cloudy
2025072013,32.4,0.0,Cloudy
2025072014,33.4,0.0,Cloudy
2025072015,34.1,0.0,Cloudy
2025072016,33.7,0.1,Rain
2025072017,33.7,0.0,Cloudy
2025072018,33.1,0.0,Cloudy
2025072019,31.6,0.0,Cloudy
2025072020,29.2,0.3,Rain
2025072021,28.1,0.0,Cloudy
2025072022,27.5,0.5,Rain
2025072023,27.2,0.0,Cloudy
2025072100,26.5,0.0,Cloudy
2025072101,25.5,0.0,Clear
2025072102,24.5,0.0,Clear
2025072103,23.5,0.0,Clear
2025072104,22.8,0.0,Clear
2025072105,22.0,0.0,Clear
2025072106,21.5,0.0,Clear
2025072107,22.0,0.0,Clear
2025072108,23.4,0.0,Clear
2025072109,26.1,0.0,Clear
2025072110,28.0,0.0,Clear
2025072111,29.8,0.0,Clear
2025072112,30.6,0.0,Clear
2025072113,31.5,0.0,Cloudy
2025072114,31.8,0.0,Cloudy
2025072115,31.8,0.0,Clear
2025072116,31.8,0.0,Cloudy
2025072117,31.2,0.0,Cloudy
2025072118,29.4,0.0,Cloudy
2025072119,28.0,0.0,Clear
2025072120,26.5,0.0,Clear
2025072121,26.2,0.0,Cloudy
2025072122,25.8,0.0,Cloudy
2025072123,25.0,0.0,Clear
2025072200,24.1,0.0,Clear
2025072201,23.2,0.0,Clear
2025072202,22.4,0.0,Clear
2025072203,21.2,0.0,Clear
2025072204,20.6,0.0,Clear
2025072205,20.2,0.0,Clear
2025072206,19.6,0.0,Cloudy
2025072207,20.0,0.0,Cloudy
2025072208,21.0,0.0,Clear
2025072209,22.8,0.0,Clear
2025072210,24.5,0.0,Cloudy
2025072211,26.0,0.0,Cloudy
2025072212,27.3,0.0,Cloudy
2025072213,28.1,0.0,Cloudy
2025072214,28.0,0.0,Cloudy
2025072215,26.7,0.0,Cloudy
2025072216,26.2,0.0,Cloudy
2025072217,25.9,0.0,Cloudy
2025072218,25.6,0.0,Cloudy
2025072219,25.1,0.0,Cloudy
2025072220,24.1,0.0,Cloudy
2025072221,23.2,0.0,Clear
2025072222,22.9,0.0,Clear
2025072223,22.6,0.0,Cloudy
2025072300,22.5,0.0,Clear
2025072301,21.7,0.0,Clear
2025072302,21.1,0.0,Clear
2025072303,20.7,0.0,Clear
2025072304,20.4,0.0,Clear
2025072305,20.0,0.0,Cloudy
2025072306,19.6,0.0,Cloudy
2025072307,21.0,0.0,Cloudy
2025072308,23.0,0.0,Cloudy
2025072309,24.1,0.0,Cloudy
2025072310,25.9,0.0,Cloudy
2025072311,27.3,0.0,Cloudy
2025072312,28.4,0.0,Cloudy
2025072313,28.9,0.0,Cloudy
2025072314,28.0,0.0,Cloudy
2025072315,28.0,0.0,Cloudy
2025072316,27.5,0.0,Cloudy
2025072317,27.8,0.0,Cloudy
2025072318,26.9,0.0,Cloudy
2025072319,25.8,0.0,Clear
2025072320,25.0,0.0,Cloudy
2025072321,24.0,0.0,Cloudy
2025072322,23.4,0.0,Cloudy
2025072323,22.8,0.0,Cloudy
2025072400,22.2,0.0,Cloudy
2025072401,21.8,0.0,Cloudy
2025072402,21.4,0.0,Cloudy
2025072403,20.9,0.0,Cloudy
2025072404,20.6,0.0,Cloudy
2025072405,20.2,0.0,Cloudy
2025072406,20.0,0.0,Cloudy
2025072407,20.9,0.0,Cloudy
2025072408,22.6,0.0,Clear
2025072409,24.5,0.0,Clear
2025072410,26.5,0.0,Clear
2025072411,28.4,0.0,Cloudy
2025072412,30.5,0.0,Cloudy
2025072413,30.4,0.0,Cloudy
2025072414,31.1,0.0,Cloudy
2025072415,30.9,0.0,Cloudy
2025072416,31.0,0.0,Cloudy
2025072417,31.1,0.0,Cloudy
2025072418,30.5,0.0,Cloudy
2025072419,30.2,0.0,Cloudy
2025072420,30.0,0.0,Cloudy
2025072421,29.4,0.0,Cloudy
2025072422,28.3,0.0,Cloudy
2025072423,27.5,0.0,Clear
2025072500,26.5,0.0,Clear
2025072501,25.6,0.0,Clear
2025072502,25.1,0.0,Clear
2025072503,25.0,0.0,Clear
2025072504,24.9,0.0,Clear
2025072505,24.8,0.0,Clear
2025072506,24.5,0.0,Clear
2025072507,25.2,0.0,Clear
2025072508,26.6,0.0,Clear
2025072509,29.0,0.0,Clear
2025072510,31.3,0.0,Clear
2025072511,33.6,0.0,Clear
2025072512,35.3,0.0,Clear
2025072513,36.5,0.0,Cloudy
2025072514,37.8,0.0,Cloudy
2025072515,34.5,2.4,Rain
2025072516,29.8,2.5,Rain
2025072517,32.2,0.0,Cloudy
2025072518,32.0,0.0,Cloudy
2025072519,31.5,0.0,Cloudy
2025072520,29.8,0.5,Rain
2025072521,29.8,0.0,Cloudy
2025072522,28.6,0.0,Cloudy
2025072523,28.2,0.0,Cloudy
2025072600,27.8,0.0,Cloudy
2025072601,27.0,0.0,Cloudy
2025072602,26.2,0.0,Cloudy
2025072603,25.5,0.0,Cloudy
2025072604,24.5,0.0,Clear
2025072605,24.0,0.0,Cloudy
2025072606,23.7,0.0,Cloudy
2025072607,24.1,0.0,Cloudy
2025072608,25.0,0.0,Cloudy
2025072609,26.4,0.0,Cloudy
2025072610,27.4,0.0,Cloudy
2025072611,28.4,0.0,Cloudy
2025072612,29.7,0.0,Cloudy
2025072613,30.5,0.0,Cloudy
2025072614,30.6,0.0,Cloudy
2025072615,28.8,0.0,Cloudy
2025072616,28.1,0.0,Cloudy
2025072617,28.1,0.0,Cloudy
2025072618,26.8,0.0,Cloudy
2025072619,25.8,0.0,Cloudy
2025072620,24.8,0.0,Cloudy
2025072621,24.0,0.0,Cloudy
2025072622,23.9,0.0,Cloudy
2025072623,23.6,0.0,Cloudy
2025072700,23.5,0.0,Cloudy
2025072701,23.2,0.0,Cloudy
2025072702,23.0,0.0,Cloudy
2025072703,22.9,0.0,Cloudy
2025072704,22.8,0.0,Cloudy
2025072705,22.6,0.0,Cloudy
2025072706,22.5,0.0,Cloudy
2025072707,22.4,0.8,Rain
2025072708,23.0,0.6,Rain
2025072709,24.9,0.0,Cloudy
2025072710,25.7,0.0,Cloudy
2025072711,26.2,0.1,Rain
2025072712,27.0,0.0,Cloudy
2025072713,28.0,0.0,Cloudy
2025072714,30.0,0.2,Rain
2025072715,30.8,0.2,Rain
2025072716,27.5,7.1,Rain
2025072717,27.2,0.1,Rain
2025072718,26.7,0.4,Rain
2025072719,26.4,0.1,Rain
2025072720,25.9,0.0,Clear
2025072721,26.6,0.0,Cloudy
2025072722,26.3,0.2,Rain
2025072723,26.2,0.0,Clear
2025072800,26.1,0.0,Clear
2025072801,26.5,0.0,Clear
2025072802,25.9,0.0,Clear
2025072803,25.0,0.0,Clear
2025072804,24.3,0.0,Clear
2025072805,24.0,0.0,Clear
2025072806,23.6,0.0,Clear
2025072807,24.4,0.0,Clear
2025072808,25.9,0.0,Clear
2025072809,28.6,0.0,Clear
2025072810,30.3,0.0,Clear
2025072811,31.8,0.0,Clear
2025072812,33.0,0.0,Clear
2025072813,34.0,0.0,Clear
2025072814,34.6,0.0,Clear
2025072815,35.0,0.0,Clear
2025072816,35.2,0.0,Clear
2025072817,35.2,0.0,Clear
2025072818,34.6,0.0,Clear
2025072819,33.9,0.0,Clear
2025072820,33.0,0.0,Clear
2025072821,32.1,0.0,Clear
2025072822,29.5,0.0,Clear
2025072823,27.9,0.0,Clear
2025072900,27.2,0.0,Cloudy
2025072901,27.0,0.0,Cloudy
2025072902,26.8,0.0,Cloudy
2025072903,26.2,0.0,Clear
2025072904,25.6,0.0,Clear
2025072905,25.2,0.0,Clear
2025072906,24.9,0.0,Clear
2025072907,26.1,0.0,Cloudy
2025072908,27.5,0.0,Cloudy
2025072909,30.3,0.0,Cloudy
2025072910,33.8,0.0,Clear
2025072911,35.8,0.0,Cloudy
2025072912,37.2,0.0,Cloudy
2025072913,38.4,0.0,Clear
2025072914,39.5,0.0,Clear
2025072915,38.8,0.0,Cloudy
2025072916,38.0,0.0,Cloudy
2025072917,36.2,0.0,Clear
2025072918,36.6,0.0,Clear
2025072919,36.6,0.0,Cloudy
2025072920,35.2,0.0,Clear
2025072921,33.1,0.0,Clear
2025072922,32.5,0.0,Clear
2025072923,31.9,0.0,Clear
2025073000,31.3,0.0,Clear
2025073001,30.6,0.0,Clear
2025073002,29.8,0.0,Clear
2025073003,29.0,0.0,Clear
2025073004,28.4,0.0,Clear
2025073005,27.8,0.0,Clear
2025073006,27.2,0.0,Clear
2025073007,27.9,0.0,Clear
2025073008,29.3,0.0,Clear
2025073009,31.0,0.0,Cloudy
2025073010,32.2,0.0,Cloudy
2025073011,34.7,0.0,Cloudy
2025073012,35.8,0.0,Cloudy
2025073013,36.7,0.1,Rain
2025073014,37.5,0.0,Cloudy
2025073015,36.9,0.0,Cloudy
2025073016,34.8,0.0,Cloudy
2025073017,34.5,0.0,Cloudy
2025073018,28.1,8.2,Rain
2025073019,28.2,0.1,Rain
2025073020,29.2,0.0,Cloudy
2025073021,27.0,0.0,Cloudy
2025073022,27.6,0.0,Cloudy
2025073023,27.5,0.0,Cloudy
2025073100,27.1,0.0,Clear
2025073101,26.8,0.0,Clear
2025073102,26.6,0.0,Cloudy
2025073103,26.4,0.0,Cloudy
2025073104,26.1,0.0,Cloudy
2025073105,25.8,0.0,Cloudy
2025073106,25.5,0.0,Clear
2025073107,26.4,0.0,Clear
2025073108,27.3,0.0,Cloudy
2025073109,29.3,0.0,Cloudy
2025073110,30.2,0.0,Cloudy
2025073111,31.0,0.0,Cloudy
2025073112,31.0,0.1,Rain
2025073113,31.8,0.0,Cloudy
2025073114,27.2,3.0,Rain
2025073115,26.3,0.6,Rain
2025073116,27.2,0.2,Rain
2025073117,26.5,2.4,Rain
2025073118,25.0,0.2,Rain
2025073119,23.4,0.2,Rain
2025073120,23.2,0.4,Rain
2025073121,20.5,0.3,Rain
2025073122,20.3,0.1,Rain
2025073123,19.9,0.3,Rain
2025080100,19.4,0.3,Rain
2025080101,19.2,0.1,Rain
2025080102,18.9,0.1,Rain
2025080103,18.5,0.2,Rain
2025080104,18.1,0.3,Rain
2025080105,18.0,0.1,Rain
2025080106,17.8,0.0,Cloudy
2025080107,18.0,0.0,Cloudy
2025080108,18.5,0.0,Cloudy
2025080109,18.5,0.0,Cloudy
2025080110,19.2,0.0,Cloudy
2025080111,20.0,0.0,Cloudy
2025080112,20.5,0.1,Rain
2025080113,21.5,0.0,Cloudy
2025080114,22.2,0.0,Cloudy
2025080115,23.0,0.0,Cloudy
2025080116,22.9,0.1,Rain
2025080117,22.6,0.0,Cloudy
2025080118,22.1,0.0,Cloudy
2025080119,21.8,0.0,Cloudy
2025080120,20.9,0.0,Cloudy
2025080121,20.4,0.0,Cloudy
2025080122,20.0,0.0,Cloudy
2025080123,19.5,0.0,Clear
2025080200,19.0,0.0,Clear
2025080201,18.8,0.0,Clear
2025080202,18.4,0.0,Clear
2025080203,17.9,0.0,Clear
2025080204,17.6,0.0,Clear
2025080205,17.8,0.0,Clear
2025080206,17.1,0.0,Clear
2025080207,17.1,0.0,Cloudy
2025080208,18.0,0.0,Clear
2025080209,19.7,0.0,Clear
2025080210,21.5,0.0,Cloudy
2025080211,23.0,0.0,Clear
2025080212,24.1,0.0,Cloudy
2025080213,25.0,0.0,Cloudy
2025080214,25.6,0.0,Cloudy
2025080215,25.5,0.0,Cloudy
2025080216,25.4,0.0,Cloudy
2025080217,25.2,0.0,Cloudy
2025080218,25.0,0.0,Cloudy
2025080219,23.6,0.0,Cloudy
2025080220,21.7,0.0,Cloudy
2025080221,20.8,0.0,Cloudy
2025080222,20.2,0.0,Cloudy
2025080223,19.3,0.0,Cloudy
2025080300,19.0,0.0,Cloudy
2025080301,18.6,0.0,Clear
2025080302,18.2,0.0,Clear
2025080303,17.9,0.0,Clear
2025080304,17.4,0.0,Clear
2025080305,17.0,0.0,Clear
2025080306,16.5,0.0,Clear
2025080307,17.5,0.0,Clear
2025080308,19.0,0.0,Clear
2025080309,21.0,0.0,Clear
2025080310,23.3,0.0,Clear
2025080311,25.0,0.0,Clear
2025080312,26.1,0.0,Clear
2025080313,26.9,0.0,Clear
2025080314,27.6,0.0,Clear
2025080315,28.0,0.0,Clear
2025080316,28.0,0.0,Clear
2025080317,27.4,0.0,Clear
2025080318,26.2,0.0,Clear
2025080319,24.8,0.0,Clear
2025080320,22.8,0.0,Clear
2025080321,22.0,0.0,Clear
2025080322,21.2,0.0,Clear
2025080323,20.6,0.0,Clear
2025080400,20.0,0.0,Clear
2025080401,19.4,0.0,Clear
2025080402,18.8,0.0,Clear
2025080403,18.2,0.0,Clear
2025080404,17.8,0.0,Clear
2025080405,17.5,0.0,Clear
2025080406,17.0,0.0,Clear
